nid,type,langcode,title,body_summary,categories,tags,beneficiaries,meta_title,meta_description,meta_abstract,meta_keywords,missing_body_summary,missing_categories,missing_tags,missing_beneficiaries,missing_meta_title,missing_meta_description,missing_meta_abstract,missing_meta_keywords,status
593,article,en,Ejar Platform in Saudi Arabia 2026 | Real Estate Documentation Guide - Motaded,"Ejar Platform in Saudi Arabia 2026 | Real Estate Documentation Guide - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Government Relations Services,Ejar platform | real estate documentation | leasing compliance,PRO and Government Relations Teams | Company Owners | Compliance and Legal Teams,Ejar Platform in Saudi Arabia 2026 | Real Estate Documentation Guide,"Ejar Platform in Saudi Arabia 2026 | Real Estate Documentation Guide - Motaded: Practical review of market context, regulatory considerations, and business im","Ejar Platform in Saudi Arabia 2026 | Real Estate Documentation Guide - Motaded with concise insight on regulation, com","ejar platform in saudi arabia 2026 | real estate documentation guide - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
594,article,en,Saudi Freelance Regulations 2026 | Motaded Incubator & Ministerial Decree,"Saudi Freelance Regulations 2026: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Business Support,Freelance regulations | ministerial decrees | independent work compliance,Compliance and Legal Teams | Company Owners | Local and International Businesses,Saudi Freelance Regulations 2026 | Motaded,"Saudi Freelance Regulations 2026: Practical review of market context, regulatory considerations, and business implications in Saudi Arabia.","Saudi Freelance Regulations 2026 with concise insight on regulation, compliance, and operational impact in Saudi Arabi","saudi freelance regulations 2026, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
601,article,en,Role of Saudi Ministry of Foreign Affairs (MOFA) in Investment 2026 - Motaded,"Role of Saudi Ministry of Foreign Affairs (MOFA) in Investment 2026 - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Government Relations Services,MOFA role in investment | attestations | diplomatic procedures,PRO and Government Relations Teams | Company Owners | Compliance and Legal Teams,Role of Saudi Ministry of Foreign Affairs (MOFA) in Investment 2026 ,"Role of Saudi Ministry of Foreign Affairs (MOFA) in Investment 2026 - Motaded: Practical review of market context, regulatory considerations, and business imp","Role of Saudi Ministry of Foreign Affairs (MOFA) in Investment 2026 - Motaded with concise insight on regulation, comp","role of saudi ministry of foreign affairs (mofa) in investment 2026 - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
607,article,en,"Taxes in Saudi Arabia 2026 | Comprehensive Guide to WHT, VAT, CIT - Motaded","Taxes in Saudi Arabia 2026 | Comprehensive Guide to WHT, VAT, CIT - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Accounting services,Saudi taxes | WHT VAT CIT | tax compliance,Finance and Payroll Teams | Compliance and Legal Teams | Company Owners,"Taxes in Saudi Arabia 2026 | Comprehensive Guide to WHT, VAT, CIT - ","Taxes in Saudi Arabia 2026 | Comprehensive Guide to WHT, VAT, CIT - Motaded: Practical review of market context, regulatory considerations, and business impli","Taxes in Saudi Arabia 2026 | Comprehensive Guide to WHT, VAT, CIT - Motaded with concise insight on regulation, compli","taxes in saudi arabia 2026 | comprehensive guide to wht, vat, cit - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
615,article,en,Industrial Cities in Saudi Arabia 2026 | Comprehensive Investment Guide - Motaded,"Industrial Cities in Saudi Arabia 2026 | Comprehensive Investment Guide - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Business Support,Industrial cities | manufacturing investment | industrial ecosystem,Company Owners | Local and International Businesses | Compliance and Legal Teams,Industrial Cities in Saudi Arabia 2026 | Comprehensive Investment Gu,"Industrial Cities in Saudi Arabia 2026 | Comprehensive Investment Guide - Motaded: Practical review of market context, regulatory considerations, and business","Industrial Cities in Saudi Arabia 2026 | Comprehensive Investment Guide - Motaded with concise insight on regulation, ","industrial cities in saudi arabia 2026 | comprehensive investment guide - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
625,article,en,Investment Data Services 2026 | Strategic Guide - Motaded,"Investment Data Services 2026 | Strategic Guide - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Business Support,Investment data services | market intelligence | strategic analysis,Company Owners | Local and International Businesses | Compliance and Legal Teams,Investment Data Services 2026 | Strategic Guide - Motaded | Motaded,"Investment Data Services 2026 | Strategic Guide - Motaded: Practical review of market context, regulatory considerations, and business implications in Saudi A","Investment Data Services 2026 | Strategic Guide - Motaded with concise insight on regulation, compliance, and operatio","investment data services 2026 | strategic guide - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
632,article,en,Document Authentication for Company Setup 2026 | Investor Guide - Motaded,"Document Authentication for Company Setup 2026 | Investor Guide - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Government Relations Services,Document authentication | company setup documentation | legalization process,PRO and Government Relations Teams | Company Owners | Compliance and Legal Teams,Document Authentication for Company Setup 2026 | Investor Guide - Mo,"Document Authentication for Company Setup 2026 | Investor Guide - Motaded: Practical review of market context, regulatory considerations, and business implica","Document Authentication for Company Setup 2026 | Investor Guide - Motaded with concise insight on regulation, complian","document authentication for company setup 2026 | investor guide - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
635,article,en,Industrial Licenses and Cities in Saudi Arabia 2026 | Fee Cancellation - Motaded,"Industrial Licenses and Cities in Saudi Arabia 2026 | Fee Cancellation - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Business Support,Industrial licenses | MODON cities | manufacturing regulation,Company Owners | Compliance and Legal Teams | Local and International Businesses,Industrial Licenses and Cities in Saudi Arabia 2026 | Fee Cancellati,"Industrial Licenses and Cities in Saudi Arabia 2026 | Fee Cancellation - Motaded: Practical review of market context, regulatory considerations, and business ","Industrial Licenses and Cities in Saudi Arabia 2026 | Fee Cancellation - Motaded with concise insight on regulation, c","industrial licenses and cities in saudi arabia 2026 | fee cancellation - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
636,article,en,Comprehensive MODON Industrial Guide 2026 | Licenses & Financing - Motaded,"Comprehensive MODON Industrial Guide 2026 | Licenses & Financing - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Business Support,MODON guide | industrial licensing | manufacturing support,Company Owners | Local and International Businesses | Compliance and Legal Teams,Comprehensive MODON Industrial Guide 2026 | Licenses & Financing - M,"Comprehensive MODON Industrial Guide 2026 | Licenses & Financing - Motaded: Practical review of market context, regulatory considerations, and business implic","Comprehensive MODON Industrial Guide 2026 | Licenses & Financing - Motaded with concise insight on regulation, complia","comprehensive modon industrial guide 2026 | licenses & financing - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
637,article,en,Comprehensive Senaei Platform Guide 2026 | Licenses & Exemptions - Motaded,"Comprehensive Senaei Platform Guide 2026 | Licenses & Exemptions - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Government Relations Services,Senaei platform | industrial permits | digital licensing,PRO and Government Relations Teams | Company Owners | Compliance and Legal Teams,Comprehensive Senaei Platform Guide 2026 | Licenses & Exemptions - M,"Comprehensive Senaei Platform Guide 2026 | Licenses & Exemptions - Motaded: Practical review of market context, regulatory considerations, and business implic","Comprehensive Senaei Platform Guide 2026 | Licenses & Exemptions - Motaded with concise insight on regulation, complia","comprehensive senaei platform guide 2026 | licenses & exemptions - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
638,article,en,SIDF Industrial Financing Guide 2026 | Loans & Requirements - Motaded,"SIDF Industrial Financing Guide 2026 | Loans & Requirements - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Business Support,SIDF financing | industrial loans | funding requirements,Company Owners | Finance and Payroll Teams | Local and International Businesses,SIDF Industrial Financing Guide 2026 | Loans & Requirements - Motade,"SIDF Industrial Financing Guide 2026 | Loans & Requirements - Motaded: Practical review of market context, regulatory considerations, and business implication","SIDF Industrial Financing Guide 2026 | Loans & Requirements - Motaded with concise insight on regulation, compliance, ","sidf industrial financing guide 2026 | loans & requirements - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
639,article,en,Riyadh Industrial Cities Guide 2026 | Open Your Company in Riyadh - Motaded,"Riyadh Industrial Cities Guide 2026 | Open Your Company in Riyadh - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Business Support,Riyadh industrial cities | company setup in Riyadh | industrial expansion,Company Owners | Local and International Businesses | Compliance and Legal Teams,Riyadh Industrial Cities Guide 2026 | Open Your Company in Riyadh - ,"Riyadh Industrial Cities Guide 2026 | Open Your Company in Riyadh - Motaded: Practical review of market context, regulatory considerations, and business impli","Riyadh Industrial Cities Guide 2026 | Open Your Company in Riyadh - Motaded with concise insight on regulation, compli","riyadh industrial cities guide 2026 | open your company in riyadh - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
640,article,en,Saudi Arabia Company Licensing Guide 2026 | Open Your Company in Riyadh - Motaded,"Saudi Arabia Company Licensing Guide 2026 | Open Your Company in Riyadh - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Business Support,Company licensing guide | Riyadh business setup | regulatory roadmap,Company Owners | Compliance and Legal Teams | Local and International Businesses,Saudi Arabia Company Licensing Guide 2026 | Open Your Company in Riy,"Saudi Arabia Company Licensing Guide 2026 | Open Your Company in Riyadh - Motaded: Practical review of market context, regulatory considerations, and business","Saudi Arabia Company Licensing Guide 2026 | Open Your Company in Riyadh - Motaded with concise insight on regulation, ","saudi arabia company licensing guide 2026 | open your company in riyadh - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
641,article,en,Business Open in Saudi Guide 2026 | Opening a Business - Motaded,"Business Open in Saudi Guide 2026 | Opening a Business - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Business Support,Opening a business | Saudi company launch | startup process,Company Owners | Local and International Businesses | Compliance and Legal Teams,Business Open in Saudi Guide 2026 | Opening a Business - Motaded | M,"Business Open in Saudi Guide 2026 | Opening a Business - Motaded: Practical review of market context, regulatory considerations, and business implications in ","Business Open in Saudi Guide 2026 | Opening a Business - Motaded with concise insight on regulation, compliance, and o","business open in saudi guide 2026 | opening a business - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
642,article,en,Business Setup Process in KSA Guide 2026 | Establishment Path - Motaded,"Business Setup Process in KSA Guide 2026 | Establishment Path - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Business Support,Business setup process in KSA | establishment workflow | compliance steps,Company Owners | Compliance and Legal Teams | Local and International Businesses,Business Setup Process in KSA Guide 2026 | Establishment Path - Mota,"Business Setup Process in KSA Guide 2026 | Establishment Path - Motaded: Practical review of market context, regulatory considerations, and business implicati","Business Setup Process in KSA Guide 2026 | Establishment Path - Motaded with concise insight on regulation, compliance","business setup process in ksa guide 2026 | establishment path - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
643,article,en,Set up a Branch Office in Saudi Arabia 2026 | Branch Guide - Motaded,"Set up a Branch Office in Saudi Arabia 2026 | Branch Guide - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Business Support,Branch office setup | foreign branch registration | expansion model,Company Owners | Compliance and Legal Teams | Local and International Businesses,Set up a Branch Office in Saudi Arabia 2026 | Branch Guide - Motaded,"Set up a Branch Office in Saudi Arabia 2026 | Branch Guide - Motaded: Practical review of market context, regulatory considerations, and business implications","Set up a Branch Office in Saudi Arabia 2026 | Branch Guide - Motaded with concise insight on regulation, compliance, a","set up a branch office in saudi arabia 2026 | branch guide - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
644,article,en,How to Choose an Investment Consultant in Saudi Arabia 2026 | Guide - Motaded,"How to Choose an Investment Consultant in Saudi Arabia 2026 | Guide - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Business Support,Investment consultant selection | advisory criteria | partner evaluation,Company Owners | Local and International Businesses | Compliance and Legal Teams,How to Choose an Investment Consultant in Saudi Arabia 2026 | Guide ,"How to Choose an Investment Consultant in Saudi Arabia 2026 | Guide - Motaded: Practical review of market context, regulatory considerations, and business imp","How to Choose an Investment Consultant in Saudi Arabia 2026 | Guide - Motaded with concise insight on regulation, comp","how to choose an investment consultant in saudi arabia 2026 | guide - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
646,article,en,Business Setup Consultants in Saudi Arabia 2026 | Sovereign Investment Support - Motaded,"Business Setup Consultants in Saudi Arabia 2026 | Sovereign Investment Support - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Business Support,Business setup consultants | investment support | market entry advisory,Company Owners | Local and International Businesses | Compliance and Legal Teams,Business Setup Consultants in Saudi Arabia 2026 | Sovereign Investme,"Business Setup Consultants in Saudi Arabia 2026 | Sovereign Investment Support - Motaded: Practical review of market context, regulatory considerations, and b",Business Setup Consultants in Saudi Arabia 2026 | Sovereign Investment Support - Motaded with concise insight on regul,"business setup consultants in saudi arabia 2026 | sovereign investment support - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
654,article,en,Living in Saudi Arabia 2026 | Living Sovereignty & Quality of Life Guide - Motaded,"Living in Saudi Arabia 2026 | Living Sovereignty & Quality of Life Guide - Motaded: Practical briefing on requirements, compliance priorities, and implementation considerations for businesses in Saudi Arabia.",Residency & Visas,Living in Saudi Arabia | quality of life | relocation guidance,HR and Workforce Teams | Company Owners | Local and International Businesses,Living in Saudi Arabia 2026 | Living Sovereignty & Quality of Life G,"Living in Saudi Arabia 2026 | Living Sovereignty & Quality of Life Guide - Motaded: Practical review of market context, regulatory considerations, and busines","Living in Saudi Arabia 2026 | Living Sovereignty & Quality of Life Guide - Motaded with concise insight on regulation,","living in saudi arabia 2026 | living sovereignty & quality of life guide - motaded, saudi arabia, motaded, compliance guidance",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch8;reclass_body;manual_body_review
655,article,en,Import and Export in Saudi Arabia 2026 | Sovereign Guide & Financing - Motaded,"Import and Export in Saudi Arabia 2026 | Sovereign Guide & Financing - Motaded: Business-focused synopsis of legal context, execution steps, and strategic implications in Saudi Arabia.",Business Support,Import and export | trade operations | financing support,Importers and Exporters | Company Owners | Local and International Businesses,Import and Export in Saudi Arabia 2026 | Sovereign Guide & Financing,"Import and Export in Saudi Arabia 2026 | Sovereign Guide & Financing - Motaded: Actionable business perspective on policy context, compliance impact, and exec","Import and Export in Saudi Arabia 2026 | Sovereign Guide & Financing - Motaded with focused, actionable insight on ope","import and export in saudi arabia 2026 | sovereign guide & financing - motaded, saudi arabia, motaded, business strategy",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch9;reclass_body;manual_body_review
657,article,en,Diriyah Projects 2026 | Vendor Registration & Investment Sovereignty - Motaded,"Diriyah Projects 2026 | Vendor Registration & Investment Sovereignty - Motaded: Business-focused synopsis of legal context, execution steps, and strategic implications in Saudi Arabia.",Supplier registration service,Diriyah projects | vendor registration | project participation,PRO and Government Relations Teams | Company Owners | Local and International Businesses,Diriyah Projects 2026 | Vendor Registration & Investment Sovereignty,"Diriyah Projects 2026 | Vendor Registration & Investment Sovereignty - Motaded: Actionable business perspective on policy context, compliance impact, and exec","Diriyah Projects 2026 | Vendor Registration & Investment Sovereignty - Motaded with focused, actionable insight on ope","diriyah projects 2026 | vendor registration & investment sovereignty - motaded, saudi arabia, motaded, business strategy",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch9;reclass_body;manual_body_review
658,article,en,"Comprehensive Qiddiya Guide 2026 | Location, Districts, and Key Attractions","Comprehensive Qiddiya Guide 2026 | Location, Districts, and Key Attractions: Business-focused synopsis of legal context, execution steps, and strategic implications in Saudi Arabia.",Business Support,Qiddiya guide | districts and attractions | investment landscape,Company Owners | Local and International Businesses | Compliance and Legal Teams,"Comprehensive Qiddiya Guide 2026 | Location, Districts, and Key Attr","Comprehensive Qiddiya Guide 2026 | Location, Districts, and Key Attractions: Actionable business perspective on policy context, compliance impact, and executi","Comprehensive Qiddiya Guide 2026 | Location, Districts, and Key Attractions with focused, actionable insight on operat","comprehensive qiddiya guide 2026 | location, districts, and key attractions, saudi arabia, motaded, business strategy",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch9;reclass_body;manual_body_review
659,article,en,"Riyadh Expo 2030: The Sovereign Master Guide to Location, Participation Mechanisms, Visa Systems, and Future Legacy","Riyadh Expo 2030: The Sovereign Master Guide to Location, Participation Mechanisms, Visa Systems, and Future Legacy: Business-focused synopsis of legal context, execution steps, and strategic implications in Saudi Arabia.",Business Support,Riyadh Expo 2030 | participation mechanisms | event strategy,Company Owners | Local and International Businesses | Compliance and Legal Teams,"Riyadh Expo 2030: The Sovereign Master Guide to Location, Participat","Riyadh Expo 2030: The Sovereign Master Guide to Location, Participation Mechanisms, Visa Systems, and Future Legacy: Actionable business perspective on policy","Riyadh Expo 2030: The Sovereign Master Guide to Location, Participation Mechanisms, Visa Systems, and Future Legacy wi","riyadh expo 2030: the sovereign master guide to location, participation mechanisms, visa systems, and future legacy, saudi arabia, motaded, business strategy",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch9;reclass_body;manual_body_review
661,article,en,Transfer of Sponsorship Without Employer Consent 2026 | Labor Sovereignty Guide - Motaded,"Transfer of Sponsorship Without Employer Consent 2026 | Labor Sovereignty Guide - Motaded: Business-focused synopsis of legal context, execution steps, and strategic implications in Saudi Arabia.",HR Services,Transfer of sponsorship | labor mobility | employment compliance,HR and Workforce Teams | PRO and Government Relations Teams | Company Owners,Transfer of Sponsorship Without Employer Consent 2026 | Labor Sovere,"Transfer of Sponsorship Without Employer Consent 2026 | Labor Sovereignty Guide - Motaded: Actionable business perspective on policy context, compliance impac","Transfer of Sponsorship Without Employer Consent 2026 | Labor Sovereignty Guide - Motaded with focused, actionable ins","transfer of sponsorship without employer consent 2026 | labor sovereignty guide - motaded, saudi arabia, motaded, business strategy",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch9;reclass_body;manual_body_review
664,article,en,Saudization Percentage | Minimum Wage Guide and Developed Nitaqat - Motaded,"Saudization Percentage | Minimum Wage Guide and Developed Nitaqat - Motaded: Business-focused synopsis of legal context, execution steps, and strategic implications in Saudi Arabia.",Government Relations Services,Saudization percentage | minimum wage | Nitaqat compliance,PRO and Government Relations Teams | HR and Workforce Teams | Company Owners,Saudization Percentage | Minimum Wage Guide and Developed Nitaqat - ,"Saudization Percentage | Minimum Wage Guide and Developed Nitaqat - Motaded: Actionable business perspective on policy context, compliance impact, and executi","Saudization Percentage | Minimum Wage Guide and Developed Nitaqat - Motaded with focused, actionable insight on operat","saudization percentage | minimum wage guide and developed nitaqat - motaded, saudi arabia, motaded, business strategy",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,manual_refined_en_batch9;reclass_body;manual_body_review
